Station,Region,Year,Date,AvgChla,MedianChla
SSI,Sacramento,2020,2020-09-14,0.9094791666666667,0.9
SSI,Sacramento,2020,2020-09-15,0.9314583333333334,0.93
SSI,Sacramento,2020,2020-09-16,0.9844791666666667,0.97
SSI,Sacramento,2020,2020-09-17,1.0108333333333333,1.005
SSI,Sacramento,2020,2020-09-18,0.9940625,0.965
SSI,Sacramento,2020,2020-09-19,1.0086458333333332,0.995
SSI,Sacramento,2020,2020-09-20,1.06125,1.03
SSI,Sacramento,2020,2020-09-21,1.0890625,1.045
SSI,Sacramento,2020,2020-09-22,1.2986458333333333,1.2
SSI,Sacramento,2020,2020-09-23,1.4106315789473685,1.27
SSI,Sacramento,2020,2020-09-24,1.4030208333333334,1.27
SSI,Sacramento,2020,2020-09-25,1.7690625,1.6
SSI,Sacramento,2020,2020-09-26,1.7360416666666667,1.69
SSI,Sacramento,2020,2020-09-27,1.888404255319149,1.66
SSI,Sacramento,2020,2020-09-28,1.9721875,1.775
SSI,Sacramento,2020,2020-09-29,2.9067021276595746,2.255
SSI,Sacramento,2020,2020-09-30,2.895157894736842,2.52
SSI,Sacramento,2020,2020-10-01,2.8766315789473684,2.22
SSI,Sacramento,2020,2020-10-02,2.639787234042553,2.425
SSI,Sacramento,2020,2020-10-03,3.408125,2.675
SSI,Sacramento,2020,2020-10-04,3.2559375,2.7350000000000003
SSI,Sacramento,2020,2020-10-05,3.1419791666666668,2.635
SSI,Sacramento,2020,2020-10-06,3.1527083333333334,2.645
SSI,Sacramento,2020,2020-10-07,3.8075531914893617,3.175
SSI,Sacramento,2020,2020-10-08,3.6742708333333334,3.38
SSI,Sacramento,2020,2020-10-09,4.016354166666667,3.685
SSI,Sacramento,2020,2020-10-10,3.9434736842105265,3.9
SSI,Sacramento,2020,2020-10-11,6.869789473684211,5.16
SSI,Sacramento,2020,2020-10-12,6.515483870967742,4.69
SSI,Sacramento,2020,2020-10-13,4.259895833333333,3.57
SSI,Sacramento,2020,2020-10-14,3.9160416666666666,3.8449999999999998
SSI,Sacramento,2020,2020-10-15,4.077765957446808,4.06
SSI,Sacramento,2020,2020-10-16,5.065263157894737,4.38
SSI,Sacramento,2020,2020-10-17,5.2725531914893615,5.125
SSI,Sacramento,2020,2020-10-18,5.736770833333333,5.225
SSI,Sacramento,2020,2020-10-19,6.237395833333333,5.745
SSI,Sacramento,2020,2020-10-20,4.803578947368421,4.83
SSI,Sacramento,2020,2020-10-21,3.207157894736842,2.62
SSI,Sacramento,2020,2020-10-22,2.2583333333333333,2.2350000000000003
SSI,Sacramento,2020,2020-10-23,2.5277083333333334,2.45
SSI,Sacramento,2020,2020-10-24,2.5278125,2.495
SSI,Sacramento,2020,2020-10-25,2.3820833333333336,2.32
SSI,Sacramento,2020,2020-10-26,2.3045833333333334,2.3049999999999997
SSI,Sacramento,2020,2020-10-27,2.162526315789474,2.14
SSI,Sacramento,2020,2020-10-28,2.091458333333333,2.065
SSI,Sacramento,2020,2020-10-29,2.000208333333333,1.98
SSI,Sacramento,2020,2020-10-30,1.9178125,1.89
SSI,Sacramento,2020,2020-10-31,1.9063541666666666,1.895
SSI,Sacramento,2020,2020-11-01,1.9507291666666666,1.94
SSI,Sacramento,2020,2020-11-02,2.025729166666667,1.96
SSI,Sacramento,2020,2020-11-03,2.3597894736842107,2.18
SSI,Sacramento,2020,2020-11-04,2.3345833333333332,2.19
SSI,Sacramento,2020,2020-11-05,2.387127659574468,2.105
SSI,Sacramento,2020,2020-11-06,2.634842105263158,2.52
SSI,Sacramento,2020,2020-11-07,2.414148936170213,2.39
SSI,Sacramento,2020,2020-11-08,2.5928125,2.505
SSI,Sacramento,2020,2020-11-09,2.3445833333333335,2.34
SSI,Sacramento,2020,2020-11-10,2.2304166666666667,2.21
SSI,Sacramento,2020,2020-11-11,2.2373958333333333,2.2199999999999998
SSI,Sacramento,2020,2020-11-12,2.1830208333333334,2.1399999999999997
SSI,Sacramento,2020,2020-11-13,2.1515625,2.12
SSI,Sacramento,2020,2020-11-14,2.1141666666666667,2.11
SSI,Sacramento,2020,2020-11-15,2.1155208333333335,2.1
SSI,Sacramento,2020,2020-11-16,2.0776041666666667,2.07
SSI,Sacramento,2020,2020-11-17,2.113125,2.07
SSI,Sacramento,2020,2020-11-18,2.1927083333333335,2.12
SSI,Sacramento,2020,2020-11-19,2.094526315789474,2.06
SSI,Sacramento,2020,2020-11-20,2.005625,1.97
SSI,Sacramento,2020,2020-11-21,1.9534375,1.9249999999999998
SSI,Sacramento,2020,2020-11-22,1.929578947368421,1.91
SSI,Sacramento,2020,2020-11-23,1.9357291666666667,1.92
SSI,Sacramento,2020,2020-11-24,1.9494791666666667,1.96
SSI,Sacramento,2020,2020-11-25,2.0652127659574466,2.0700000000000003
SSI,Sacramento,2020,2020-11-26,2.2480208333333334,2.245
SSI,Sacramento,2020,2020-11-27,2.3780208333333333,2.38
SSI,Sacramento,2020,2020-11-28,2.3526041666666666,2.36
SSI,Sacramento,2020,2020-11-29,2.3746875,2.39
SSI,Sacramento,2020,2020-11-30,2.4029166666666666,2.425
SSI,Sacramento,2020,2020-12-01,2.449375,2.41
SSI,Sacramento,2020,2020-12-02,2.445625,2.41
SSI,Sacramento,2020,2020-12-03,2.569375,2.525
SSI,Sacramento,2020,2020-12-04,2.4969791666666667,2.425
SSI,Sacramento,2020,2020-12-05,2.4980208333333334,2.39
SSI,Sacramento,2020,2020-12-06,2.463020833333333,2.415
SSI,Sacramento,2020,2020-12-07,2.4747368421052633,2.43
SSI,Sacramento,2020,2020-12-08,2.355625,2.3
SSI,Sacramento,2020,2020-12-09,2.0385263157894737,1.99
SSI,Sacramento,2020,2020-12-10,1.7652083333333333,1.665
SSI,Sacramento,2020,2020-12-11,1.8619791666666667,1.87
SSI,Sacramento,2020,2020-12-12,1.8680208333333332,1.79
SSI,Sacramento,2020,2020-12-13,1.7915625,1.79
SSI,Sacramento,2020,2020-12-14,1.7305208333333333,1.74
SSI,Sacramento,2020,2020-12-15,1.7154166666666666,1.745
SSI,Sacramento,2020,2020-12-16,1.6808333333333334,1.6949999999999998
SSI,Sacramento,2020,2020-12-17,1.6736458333333333,1.665
SSI,Sacramento,2020,2020-12-18,1.7236458333333333,1.725
SSI,Sacramento,2020,2020-12-19,1.6663541666666666,1.6749999999999998
SSI,Sacramento,2020,2020-12-20,1.6210416666666667,1.605
SSI,Sacramento,2020,2020-12-21,1.6195833333333334,1.6
SSI,Sacramento,2020,2020-12-22,1.6384375,1.62
SSI,Sacramento,2020,2020-12-23,1.6376041666666667,1.605
SSI,Sacramento,2020,2020-12-24,1.6571875,1.62
SSI,Sacramento,2020,2020-12-25,1.6663541666666666,1.665
SSI,Sacramento,2020,2020-12-26,1.6442708333333333,1.6349999999999998
SSI,Sacramento,2020,2020-12-27,1.7258333333333333,1.745
SSI,Sacramento,2020,2020-12-28,1.7197916666666666,1.7149999999999999
SSI,Sacramento,2020,2020-12-29,1.6478125,1.66
SSI,Sacramento,2020,2020-12-30,1.6925,1.6749999999999998
SSI,Sacramento,2020,2020-12-31,1.7713978494623657,1.75
TWI,San Joaquin,2020,2020-04-01,3.3602083333333335,3.19
TWI,San Joaquin,2020,2020-04-02,3.5727083333333334,3.1950000000000003
TWI,San Joaquin,2020,2020-04-03,3.3634736842105264,3.33
TWI,San Joaquin,2020,2020-04-04,3.6980208333333335,3.68
TWI,San Joaquin,2020,2020-04-05,3.6285416666666666,3.645
TWI,San Joaquin,2020,2020-04-06,3.3583157894736844,3.41
TWI,San Joaquin,2020,2020-04-07,3.105208333333333,3.14
TWI,San Joaquin,2020,2020-04-08,3.1022916666666664,3.1550000000000002
TWI,San Joaquin,2020,2020-04-09,3.1362105263157893,3.15
TWI,San Joaquin,2020,2020-04-10,3.0677083333333335,3.14
TWI,San Joaquin,2020,2020-04-11,3.0415625,3.1
TWI,San Joaquin,2020,2020-04-12,3.0897916666666667,3.09
TWI,San Joaquin,2020,2020-04-13,3.0747916666666666,3.025
TWI,San Joaquin,2020,2020-04-14,3.0759375,3.0300000000000002
TWI,San Joaquin,2020,2020-04-15,3.2329166666666667,3.16
TWI,San Joaquin,2020,2020-04-16,3.152083333333333,3.075
TWI,San Joaquin,2020,2020-04-17,3.3195833333333336,3.29
TWI,San Joaquin,2020,2020-04-18,3.274375,3.29
TWI,San Joaquin,2020,2020-04-19,3.268854166666667,3.25
TWI,San Joaquin,2020,2020-04-20,3.27,3.35
TWI,San Joaquin,2020,2020-04-21,3.1746875,3.1900000000000004
TWI,San Joaquin,2020,2020-04-22,3.143854166666667,3.18
TWI,San Joaquin,2020,2020-04-23,3.0258333333333334,3.11
TWI,San Joaquin,2020,2020-04-24,2.919375,3.02
TWI,San Joaquin,2020,2020-04-25,3.031458333333333,3.1550000000000002
TWI,San Joaquin,2020,2020-04-26,3.091458333333333,3.255
TWI,San Joaquin,2020,2020-04-27,3.0125,2.89
TWI,San Joaquin,2020,2020-04-28,3.027604166666667,3.085
TWI,San Joaquin,2020,2020-04-29,3.0871875,3.045
TWI,San Joaquin,2020,2020-04-30,2.4364583333333334,2.48
TWI,San Joaquin,2020,2020-05-01,1.9066666666666667,1.855
TWI,San Joaquin,2020,2020-05-02,2.0484375,2.0149999999999997
TWI,San Joaquin,2020,2020-05-03,2.1476041666666665,2.145
TWI,San Joaquin,2020,2020-05-04,2.1079166666666667,2.14
TWI,San Joaquin,2020,2020-05-05,1.9842708333333332,2.01
TWI,San Joaquin,2020,2020-05-06,1.9376041666666666,1.99
TWI,San Joaquin,2020,2020-05-07,1.9396875,1.9849999999999999
TWI,San Joaquin,2020,2020-05-08,1.9335416666666667,2.02
TWI,San Joaquin,2020,2020-05-09,1.819375,1.8900000000000001
TWI,San Joaquin,2020,2020-05-10,1.7934375,1.8250000000000002
TWI,San Joaquin,2020,2020-05-11,1.8923958333333333,1.88
TWI,San Joaquin,2020,2020-05-12,1.9389583333333333,1.95
TWI,San Joaquin,2020,2020-05-13,1.9594791666666667,1.9849999999999999
TWI,San Joaquin,2020,2020-05-14,1.86,1.86
TWI,San Joaquin,2020,2020-05-15,1.7320833333333334,1.7
TWI,San Joaquin,2020,2020-05-16,1.7310416666666666,1.67
TWI,San Joaquin,2020,2020-05-17,1.8258333333333334,1.84
TWI,San Joaquin,2020,2020-05-18,1.7540625,1.69
TWI,San Joaquin,2020,2020-05-19,1.7258333333333333,1.665
TWI,San Joaquin,2020,2020-05-20,1.7453125,1.685
TWI,San Joaquin,2020,2020-05-21,1.7423958333333334,1.725
TWI,San Joaquin,2020,2020-05-22,1.7471875,1.82
TWI,San Joaquin,2020,2020-05-23,1.704375,1.75
TWI,San Joaquin,2020,2020-05-24,1.6710416666666665,1.67
TWI,San Joaquin,2020,2020-05-25,1.5923958333333332,1.6949999999999998
TWI,San Joaquin,2020,2020-05-26,1.4925,1.48
TWI,San Joaquin,2020,2020-05-27,1.4852083333333332,1.4249999999999998
TWI,San Joaquin,2020,2020-05-28,1.5358333333333334,1.56
TWI,San Joaquin,2020,2020-05-29,1.5482291666666668,1.4849999999999999
TWI,San Joaquin,2020,2020-05-30,1.6292708333333334,1.67
TWI,San Joaquin,2020,2020-05-31,1.4959375,1.47
TWI,San Joaquin,2020,2020-06-01,1.4796875,1.46
TWI,San Joaquin,2020,2020-06-02,1.4559375,1.4849999999999999
TWI,San Joaquin,2020,2020-06-03,1.4979166666666666,1.53
TWI,San Joaquin,2020,2020-06-04,1.4695833333333332,1.5
TWI,San Joaquin,2020,2020-06-05,1.615,1.62
TWI,San Joaquin,2020,2020-06-06,1.6059375,1.61
TWI,San Joaquin,2020,2020-06-07,1.4840625,1.5
TWI,San Joaquin,2020,2020-06-08,1.3967708333333333,1.46
TWI,San Joaquin,2020,2020-06-09,1.3459375,1.35
TWI,San Joaquin,2020,2020-06-10,1.3077083333333333,1.3250000000000002
TWI,San Joaquin,2020,2020-06-11,1.2591666666666668,1.24
TWI,San Joaquin,2020,2020-06-12,1.3347916666666666,1.33
TWI,San Joaquin,2020,2020-06-13,1.3172916666666667,1.37
TWI,San Joaquin,2020,2020-06-14,1.2761458333333333,1.29
TWI,San Joaquin,2020,2020-06-15,1.3244791666666667,1.295
TWI,San Joaquin,2020,2020-06-16,1.2775,1.255
TWI,San Joaquin,2020,2020-06-17,1.2451041666666667,1.26
TWI,San Joaquin,2020,2020-06-18,1.2583333333333333,1.275
TWI,San Joaquin,2020,2020-06-19,1.6758510638297872,1.65
TWI,San Joaquin,2020,2020-06-20,2.0805208333333334,2.105
TWI,San Joaquin,2020,2020-06-21,2.100625,2.07
TWI,San Joaquin,2020,2020-06-22,2.1275,2.1
TWI,San Joaquin,2020,2020-06-23,2.2027083333333333,2.16
TWI,San Joaquin,2020,2020-06-24,2.1745833333333335,2.115
TWI,San Joaquin,2020,2020-06-25,2.1810416666666668,2.1950000000000003
TWI,San Joaquin,2020,2020-06-26,2.140833333333333,2.12
TWI,San Joaquin,2020,2020-06-27,2.0745833333333334,2.075
TWI,San Joaquin,2020,2020-06-28,2.0105208333333335,1.9849999999999999
TWI,San Joaquin,2020,2020-06-29,1.916875,1.9049999999999998
TWI,San Joaquin,2020,2020-06-30,1.9048958333333332,1.9
TWI,San Joaquin,2020,2020-07-01,1.9033333333333333,1.88
TWI,San Joaquin,2020,2020-07-02,2.0161458333333333,1.9
TWI,San Joaquin,2020,2020-07-03,2.0105208333333335,1.98
TWI,San Joaquin,2020,2020-07-04,1.9873958333333333,1.975
TWI,San Joaquin,2020,2020-07-05,2.050520833333333,2.0149999999999997
TWI,San Joaquin,2020,2020-07-06,2.1296875,2.115
TWI,San Joaquin,2020,2020-07-07,2.210729166666667,2.1950000000000003
TWI,San Joaquin,2020,2020-07-08,2.212,2.21
TWI,San Joaquin,2020,2020-07-09,2.3135416666666666,2.28
TWI,San Joaquin,2020,2020-07-10,2.3236458333333334,2.325
TWI,San Joaquin,2020,2020-07-11,2.2979166666666666,2.275
TWI,San Joaquin,2020,2020-07-12,2.3609375,2.3449999999999998
TWI,San Joaquin,2020,2020-07-13,2.3165625,2.28
TWI,San Joaquin,2020,2020-07-14,2.2603125,2.25
TWI,San Joaquin,2020,2020-07-15,2.2472916666666665,2.215
TWI,San Joaquin,2020,2020-07-16,2.241875,2.19
TWI,San Joaquin,2020,2020-07-17,2.181578947368421,2.12
TWI,San Joaquin,2020,2020-07-18,2.272708333333333,2.24
TWI,San Joaquin,2020,2020-07-19,2.3329473684210527,2.28
TWI,San Joaquin,2020,2020-07-20,2.5978125,2.415
TWI,San Joaquin,2020,2020-07-21,2.644,2.56
TWI,San Joaquin,2020,2020-07-22,2.4398958333333334,2.435
TWI,San Joaquin,2020,2020-07-23,2.4568421052631577,2.49
TWI,San Joaquin,2020,2020-07-24,2.4726315789473685,2.46
TWI,San Joaquin,2020,2020-07-25,2.4213541666666667,2.4699999999999998
TWI,San Joaquin,2020,2020-07-26,2.454270833333333,2.46
TWI,San Joaquin,2020,2020-07-27,2.4636842105263157,2.4
TWI,San Joaquin,2020,2020-07-28,2.50625,2.5949999999999998
TWI,San Joaquin,2020,2020-07-29,2.5904166666666666,2.61
TWI,San Joaquin,2020,2020-07-30,2.946105263157895,2.84
TWI,San Joaquin,2020,2020-07-31,2.977708333333333,2.875
TWI,San Joaquin,2020,2020-08-01,3.4173684210526316,2.51
TWI,San Joaquin,2020,2020-08-02,4.834421052631579,3.13
TWI,San Joaquin,2020,2020-08-03,6.936489361702128,3.965
TWI,San Joaquin,2020,2020-08-04,6.886354166666667,4.404999999999999
TWI,San Joaquin,2020,2020-08-05,5.340625,3.66
TWI,San Joaquin,2020,2020-08-06,8.84178947368421,6.68
TWI,San Joaquin,2020,2020-08-07,6.100105263157895,3.79
TWI,San Joaquin,2020,2020-08-08,4.755684210526316,3.3
TWI,San Joaquin,2020,2020-08-09,3.8064583333333335,2.3449999999999998
TWI,San Joaquin,2020,2020-08-10,2.448958333333333,1.9
TWI,San Joaquin,2020,2020-08-11,2.0092708333333333,1.8250000000000002
TWI,San Joaquin,2020,2020-08-12,1.6995833333333334,1.645
TWI,San Joaquin,2020,2020-08-13,1.784421052631579,1.77
TWI,San Joaquin,2020,2020-08-14,1.8328125,1.77
TWI,San Joaquin,2020,2020-08-15,1.7534375,1.72
TWI,San Joaquin,2020,2020-08-16,1.7358333333333333,1.7349999999999999
TWI,San Joaquin,2020,2020-08-17,1.7505208333333333,1.75
TWI,San Joaquin,2020,2020-08-18,1.7504166666666667,1.74
TWI,San Joaquin,2020,2020-08-19,1.8234375,1.81
TWI,San Joaquin,2020,2020-08-20,1.8684375,1.87
TWI,San Joaquin,2020,2020-08-21,1.9196875,1.91
TWI,San Joaquin,2020,2020-08-22,1.9825,1.97
TWI,San Joaquin,2020,2020-08-23,2.0229166666666667,2.0149999999999997
TWI,San Joaquin,2020,2020-08-24,1.9516666666666667,1.995
TWI,San Joaquin,2020,2020-08-25,1.8853125,1.9449999999999998
TWI,San Joaquin,2020,2020-08-26,1.9508333333333334,1.93
TWI,San Joaquin,2020,2020-08-27,2.001875,1.955
TWI,San Joaquin,2020,2020-08-28,1.988125,1.97
TWI,San Joaquin,2020,2020-08-29,1.9381249999999999,1.93
TWI,San Joaquin,2020,2020-08-30,1.9192708333333333,1.9249999999999998
TWI,San Joaquin,2020,2020-08-31,1.935625,1.9449999999999998
TWI,San Joaquin,2020,2020-09-01,1.9916666666666667,1.99
TWI,San Joaquin,2020,2020-09-02,1.9791666666666667,1.99
TWI,San Joaquin,2020,2020-09-03,2.0551041666666667,2.065
TWI,San Joaquin,2020,2020-09-04,2.11875,2.135
TWI,San Joaquin,2020,2020-09-05,2.198541666666667,2.185
TWI,San Joaquin,2020,2020-09-06,2.1432291666666665,2.19
TWI,San Joaquin,2020,2020-09-07,2.2188541666666666,2.2
TWI,San Joaquin,2020,2020-09-08,2.0378125,2.1
TWI,San Joaquin,2020,2020-09-09,1.9693749999999999,1.98
TWI,San Joaquin,2020,2020-09-10,1.636875,1.6349999999999998
TWI,San Joaquin,2020,2020-09-11,1.673125,1.6
TWI,San Joaquin,2020,2020-09-12,1.8329166666666667,1.755
TWI,San Joaquin,2020,2020-09-13,1.7573958333333333,1.725
TWI,San Joaquin,2020,2020-09-14,1.82625,1.81
TWI,San Joaquin,2020,2020-09-15,1.9253125,1.9249999999999998
TWI,San Joaquin,2020,2020-09-16,2.06125,2.06
TWI,San Joaquin,2020,2020-09-17,2.1582291666666666,2.16
TWI,San Joaquin,2020,2020-09-18,2.2059375,2.1950000000000003
TWI,San Joaquin,2020,2020-09-19,2.2110416666666666,2.245
TWI,San Joaquin,2020,2020-09-20,2.213229166666667,2.22
TWI,San Joaquin,2020,2020-09-21,2.1527083333333334,2.16
TWI,San Joaquin,2020,2020-09-22,2.0151041666666667,1.995
TWI,San Joaquin,2020,2020-09-23,1.9732291666666666,1.98
TWI,San Joaquin,2020,2020-09-24,2.005625,2
TWI,San Joaquin,2020,2020-09-25,2.0966666666666667,2.1
TWI,San Joaquin,2020,2020-09-26,2.0745833333333334,2.05
TWI,San Joaquin,2020,2020-09-27,2.1021875,2.075
TWI,San Joaquin,2020,2020-09-28,2.0151041666666667,2.03
TWI,San Joaquin,2020,2020-09-29,2.0161458333333333,1.99
TWI,San Joaquin,2020,2020-09-30,1.9109375,1.92
TWI,San Joaquin,2020,2020-10-01,1.8888541666666667,1.91
TWI,San Joaquin,2020,2020-10-02,1.9204166666666667,1.98
TWI,San Joaquin,2020,2020-10-03,2.0003125,2.05
TWI,San Joaquin,2020,2020-10-04,1.8876041666666667,1.91
TWI,San Joaquin,2020,2020-10-05,1.9455208333333334,1.955
TWI,San Joaquin,2020,2020-10-06,1.8838541666666666,1.9
TWI,San Joaquin,2020,2020-10-07,1.8279166666666666,1.83
TWI,San Joaquin,2020,2020-10-08,1.7323958333333334,1.78
TWI,San Joaquin,2020,2020-10-09,1.6826041666666667,1.745
TWI,San Joaquin,2020,2020-10-10,1.6921875,1.705
TWI,San Joaquin,2020,2020-10-11,1.73875,1.66
TWI,San Joaquin,2020,2020-10-12,1.7897916666666667,1.75
TWI,San Joaquin,2020,2020-10-13,1.845,1.79
TWI,San Joaquin,2020,2020-10-14,1.9014583333333333,1.895
TWI,San Joaquin,2020,2020-10-15,1.9903125,1.975
TWI,San Joaquin,2020,2020-10-16,1.9142708333333334,1.91
TWI,San Joaquin,2020,2020-10-17,1.9572916666666667,2.0199999999999996
TWI,San Joaquin,2020,2020-10-18,2.0056249999999998,2.06
TWI,San Joaquin,2020,2020-10-19,1.9195833333333334,1.98
TWI,San Joaquin,2020,2020-10-20,1.8954166666666667,1.915
TWI,San Joaquin,2020,2020-10-21,1.8736170212765957,1.87
TWI,San Joaquin,2020,2020-10-22,2.017578947368421,1.92
TWI,San Joaquin,2020,2020-10-23,1.9446808510638298,1.915
TWI,San Joaquin,2020,2020-10-24,1.9641052631578948,1.89
TWI,San Joaquin,2020,2020-10-25,2.0696511627906977,1.89
TWI,San Joaquin,2020,2020-10-26,2.1161052631578947,2
TWI,San Joaquin,2020,2020-10-27,2.0382978723404257,1.9
TWI,San Joaquin,2020,2020-10-28,1.9019354838709677,1.82
TWI,San Joaquin,2020,2020-10-29,1.9258064516129032,1.8
TWI,San Joaquin,2020,2020-10-30,1.8677083333333333,1.8
TWI,San Joaquin,2020,2020-10-31,1.8590526315789473,1.8
TWI,San Joaquin,2020,2020-11-01,2.0424468085106384,1.86
TWI,San Joaquin,2020,2020-11-02,1.9289583333333333,1.875
TWI,San Joaquin,2020,2020-11-03,1.9910416666666666,1.91
TWI,San Joaquin,2020,2020-11-04,1.9632291666666666,1.91
TWI,San Joaquin,2020,2020-11-05,2.0159375,2.045
TWI,San Joaquin,2020,2020-11-06,2.108645833333333,2.045
TWI,San Joaquin,2020,2020-11-07,2.1584375,2.125
TWI,San Joaquin,2020,2020-11-08,2.184270833333333,2.14
TWI,San Joaquin,2020,2020-11-09,2.341458333333333,2.335
TWI,San Joaquin,2020,2020-11-10,2.360625,2.375
TWI,San Joaquin,2020,2020-11-11,2.2651041666666667,2.275
TWI,San Joaquin,2020,2020-11-12,2.1658333333333335,2.175
TWI,San Joaquin,2020,2020-11-13,2.1665625,2.16
TWI,San Joaquin,2020,2020-11-14,1.9996875,1.955
TWI,San Joaquin,2020,2020-11-15,1.8888541666666667,1.86
TWI,San Joaquin,2020,2020-11-16,1.8904166666666666,1.85
TWI,San Joaquin,2020,2020-11-17,1.8278125,1.815
TWI,San Joaquin,2020,2020-11-18,1.8084375,1.75
TWI,San Joaquin,2020,2020-11-19,1.7457291666666666,1.7349999999999999
TWI,San Joaquin,2020,2020-11-20,1.7586458333333332,1.71
TWI,San Joaquin,2020,2020-11-21,1.8039583333333333,1.795
TWI,San Joaquin,2020,2020-11-22,1.9001041666666667,1.89
TWI,San Joaquin,2020,2020-11-23,1.9191666666666667,1.91
TWI,San Joaquin,2020,2020-11-24,1.939375,1.9249999999999998
TWI,San Joaquin,2020,2020-11-25,1.9366666666666668,1.89
TWI,San Joaquin,2020,2020-11-26,2.0153125,2
TWI,San Joaquin,2020,2020-11-27,2.0478125,1.99
TWI,San Joaquin,2020,2020-11-28,2.0284375,2.01
TWI,San Joaquin,2020,2020-11-29,2.214468085106383,1.99
TWI,San Joaquin,2020,2020-11-30,2.234583333333333,2.335
TWI,San Joaquin,2020,2020-12-01,1.9196875,1.895
TWI,San Joaquin,2020,2020-12-02,1.8334375,1.77
TWI,San Joaquin,2020,2020-12-03,1.8067708333333334,1.83
TWI,San Joaquin,2020,2020-12-04,1.741875,1.7
TWI,San Joaquin,2020,2020-12-05,1.7588541666666666,1.71
TWI,San Joaquin,2020,2020-12-06,1.8051041666666667,1.75
TWI,San Joaquin,2020,2020-12-07,1.8303125,1.7850000000000001
TWI,San Joaquin,2020,2020-12-08,1.8421052631578947,1.78
TWI,San Joaquin,2020,2020-12-09,1.886736842105263,1.89
TWI,San Joaquin,2020,2020-12-10,1.8253125,1.8050000000000002
TWI,San Joaquin,2020,2020-12-11,1.8146875,1.72
TWI,San Joaquin,2020,2020-12-12,1.8020833333333333,1.7149999999999999
TWI,San Joaquin,2020,2020-12-13,1.7829166666666667,1.755
TWI,San Joaquin,2020,2020-12-14,1.7157291666666667,1.69
TWI,San Joaquin,2020,2020-12-15,1.72625,1.65
TWI,San Joaquin,2020,2020-12-16,1.7458333333333333,1.75
TWI,San Joaquin,2020,2020-12-17,2.247916666666667,1.73
TWI,San Joaquin,2020,2020-12-18,1.7176041666666666,1.725
TWI,San Joaquin,2020,2020-12-19,1.7623958333333334,1.74
TWI,San Joaquin,2020,2020-12-20,1.7997916666666667,1.7850000000000001
TWI,San Joaquin,2020,2020-12-21,1.888125,1.82
TWI,San Joaquin,2020,2020-12-22,1.9151041666666666,1.96
TWI,San Joaquin,2020,2020-12-23,1.9144791666666667,1.97
TWI,San Joaquin,2020,2020-12-24,1.9397916666666666,1.92
TWI,San Joaquin,2020,2020-12-25,1.920625,1.955
TWI,San Joaquin,2020,2020-12-26,1.8534375,1.855
TWI,San Joaquin,2020,2020-12-27,1.8967708333333333,1.92
TWI,San Joaquin,2020,2020-12-28,1.91,1.935
TWI,San Joaquin,2020,2020-12-29,1.9548958333333333,1.9849999999999999
TWI,San Joaquin,2020,2020-12-30,2.014375,2.01
TWI,San Joaquin,2020,2020-12-31,2.045625,2.0149999999999997
FRK,Central Delta,2021,2021-04-01,4.9738541666666665,4.96
FRK,Central Delta,2021,2021-04-02,4.8284375,4.8100000000000005
FRK,Central Delta,2021,2021-04-03,4.627604166666667,4.645
FRK,Central Delta,2021,2021-04-04,4.5659375,4.54
FRK,Central Delta,2021,2021-04-05,4.479583333333333,4.37
FRK,Central Delta,2021,2021-04-06,4.420208333333333,4.29
FRK,Central Delta,2021,2021-04-07,4.823010752688172,4.21
FRK,Central Delta,2021,2021-04-08,4.644791666666666,4.56
FRK,Central Delta,2021,2021-04-09,4.573854166666667,4.375
FRK,Central Delta,2021,2021-04-10,4.4660416666666665,4.390000000000001
FRK,Central Delta,2021,2021-04-11,4.1159375,4.045
FRK,Central Delta,2021,2021-04-12,3.9470833333333335,3.815
FRK,Central Delta,2021,2021-04-13,4.03,3.9450000000000003
FRK,Central Delta,2021,2021-04-14,4.04375,3.915
FRK,Central Delta,2021,2021-04-15,3.834375,3.72
FRK,Central Delta,2021,2021-04-16,3.6014583333333334,3.6
FRK,Central Delta,2021,2021-04-17,3.5759375,3.57
FRK,Central Delta,2021,2021-04-18,3.8090625,3.73
FRK,Central Delta,2021,2021-04-19,4.05875,3.915
FRK,Central Delta,2021,2021-04-20,4.66875,4.335
FRK,Central Delta,2021,2021-04-21,4.5685416666666665,4.195
FRK,Central Delta,2021,2021-04-22,4.834375,4.4
FRK,Central Delta,2021,2021-04-23,4.81375,4.66
FRK,Central Delta,2021,2021-04-24,4.310208333333334,4.21
FRK,Central Delta,2021,2021-04-25,4.271145833333334,4.09
FRK,Central Delta,2021,2021-04-26,3.6688541666666667,3.635
FRK,Central Delta,2021,2021-04-27,3.2979166666666666,3.23
FRK,Central Delta,2021,2021-04-28,3.4907291666666667,3.4450000000000003
FRK,Central Delta,2021,2021-04-29,3.6023958333333335,3.61
FRK,Central Delta,2021,2021-04-30,3.5430208333333333,3.51
FRK,Central Delta,2021,2021-05-01,3.5996875,3.55
FRK,Central Delta,2021,2021-05-02,3.498125,3.38
FRK,Central Delta,2021,2021-05-03,3.5215625,3.3
FRK,Central Delta,2021,2021-05-04,3.5629166666666667,3.33
FRK,Central Delta,2021,2021-05-05,3.6992708333333333,3.6799999999999997
FRK,Central Delta,2021,2021-05-06,3.4702083333333333,3.385
FRK,Central Delta,2021,2021-05-07,3.7135416666666665,3.52
