"StationCode","Regions","Year","Survey","SampDate","Species","VolumeOfAllTows","Catch","CPUE"
"513","Sacramento",2021,3,2021-07-07,"Herring  ()",2817,1,0.00035498757543486
"513","Sacramento",2021,3,2021-07-07,"Jellyfish",2817,159,0.0564430244941427
"513","Sacramento",2021,3,2021-07-07,"Largemouth Bass",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Longfin Smelt",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Mississippi Silverside",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Northern Anchovy",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Other",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Pacific Herring",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Rainwater Killifish",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Shrimp",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Shrimp  ()",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Splittail",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Starry Flounder",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Threadfin Shad",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Three Spine Stickleback",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Trid_SB0  ()",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Unknown Damaged  ()",2817,3,0.00106496272630458
"513","Sacramento",2021,3,2021-07-07,"Unknown Fish  ()",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Unknown Invertebrate  ()",2817,0,0
"513","Sacramento",2021,3,2021-07-07,"Wakasagi",2817,0,0
"513","Sacramento",2021,4,2021-07-21,"American Shad",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Bigscale Logperch",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Bluegill",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Catfish",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Catfish  ()",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Centrarchids  ()",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Delta Smelt",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Gobies",2585,14,0.00541586073500967
"513","Sacramento",2021,4,2021-07-21,"Gobies  ()",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Herring  ()",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Jellyfish",2585,400,0.154738878143133
"513","Sacramento",2021,4,2021-07-21,"Largemouth Bass",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Longfin Smelt",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Mississippi Silverside",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Northern Anchovy",2585,3,0.0011605415860735
"513","Sacramento",2021,4,2021-07-21,"Other",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Pacific Herring",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Rainwater Killifish",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Shrimp",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Shrimp  ()",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Splittail",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Starry Flounder",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Threadfin Shad",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Three Spine Stickleback",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Trid_SB0  ()",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Unknown Damaged  ()",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Unknown Fish  ()",2585,1,0.000386847195357834
"513","Sacramento",2021,4,2021-07-21,"Unknown Invertebrate  ()",2585,0,0
"513","Sacramento",2021,4,2021-07-21,"Wakasagi",2585,0,0
"513","Sacramento",2021,5,2021-08-02,"American Shad",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Bigscale Logperch",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Bluegill",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Catfish",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Catfish  ()",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Centrarchids  ()",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Delta Smelt",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Gobies",3022,1,0.000330906684315023
"513","Sacramento",2021,5,2021-08-02,"Gobies  ()",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Herring  ()",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Jellyfish",3022,25,0.00827266710787558
"513","Sacramento",2021,5,2021-08-02,"Largemouth Bass",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Longfin Smelt",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Mississippi Silverside",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Northern Anchovy",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Other",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Pacific Herring",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Rainwater Killifish",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Shrimp",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Shrimp  ()",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Splittail",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Starry Flounder",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Threadfin Shad",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Three Spine Stickleback",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Trid_SB0  ()",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Unknown Damaged  ()",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Unknown Fish  ()",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Unknown Invertebrate  ()",3022,0,0
"513","Sacramento",2021,5,2021-08-02,"Wakasagi",3022,0,0
"513","Sacramento",2021,6,2021-08-18,"American Shad",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Bigscale Logperch",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Bluegill",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Catfish",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Catfish  ()",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Centrarchids  ()",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Delta Smelt",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Gobies",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Gobies  ()",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Herring  ()",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Jellyfish",1752,519,0.296232876712329
"513","Sacramento",2021,6,2021-08-18,"Largemouth Bass",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Longfin Smelt",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Mississippi Silverside",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Northern Anchovy",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Other",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Pacific Herring",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Rainwater Killifish",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Shrimp",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Shrimp  ()",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Splittail",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Starry Flounder",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Threadfin Shad",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Three Spine Stickleback",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Trid_SB0  ()",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Unknown Damaged  ()",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Unknown Fish  ()",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Unknown Invertebrate  ()",1752,0,0
"513","Sacramento",2021,6,2021-08-18,"Wakasagi",1752,0,0
"513","Sacramento",2022,1,2022-06-08,"American Shad",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Bigscale Logperch",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Bluegill",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Catfish",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Catfish  ()",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Centrarchids  ()",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Delta Smelt",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Gobies",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Gobies  ()",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Herring  ()",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Jellyfish",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Largemouth Bass",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Longfin Smelt",2872,3,0.00104456824512535
"513","Sacramento",2022,1,2022-06-08,"Mississippi Silverside",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Northern Anchovy",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Other",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Pacific Herring",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Rainwater Killifish",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Shrimp",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Shrimp  ()",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Splittail",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Starry Flounder",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Threadfin Shad",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Three Spine Stickleback",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Trid_SB0  ()",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Unknown Damaged  ()",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Unknown Fish  ()",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Unknown Invertebrate  ()",2872,0,0
"513","Sacramento",2022,1,2022-06-08,"Wakasagi",2872,0,0
"513","Sacramento",2022,2,2022-06-21,"American Shad",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Bigscale Logperch",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Bluegill",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Catfish",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Catfish  ()",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Centrarchids  ()",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Delta Smelt",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Gobies",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Gobies  ()",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Herring  ()",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Jellyfish",2792,8,0.00286532951289398
"513","Sacramento",2022,2,2022-06-21,"Largemouth Bass",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Longfin Smelt",2792,1,0.000358166189111748
"513","Sacramento",2022,2,2022-06-21,"Mississippi Silverside",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Northern Anchovy",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Other",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Pacific Herring",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Rainwater Killifish",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Shrimp",2792,1,0.000358166189111748
"513","Sacramento",2022,2,2022-06-21,"Shrimp  ()",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Splittail",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Starry Flounder",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Threadfin Shad",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Three Spine Stickleback",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Trid_SB0  ()",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Unknown Damaged  ()",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Unknown Fish  ()",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Unknown Invertebrate  ()",2792,0,0
"513","Sacramento",2022,2,2022-06-21,"Wakasagi",2792,0,0
"513","Sacramento",2022,3,2022-07-07,"American Shad",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Bigscale Logperch",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Bluegill",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Catfish",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Catfish  ()",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Centrarchids  ()",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Delta Smelt",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Gobies",3049,8,0.00262381108560184
"513","Sacramento",2022,3,2022-07-07,"Gobies  ()",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Herring  ()",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Jellyfish",3049,20,0.00655952771400459
"513","Sacramento",2022,3,2022-07-07,"Largemouth Bass",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Longfin Smelt",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Mississippi Silverside",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Northern Anchovy",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Other",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Pacific Herring",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Rainwater Killifish",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Shrimp",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Shrimp  ()",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Splittail",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Starry Flounder",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Threadfin Shad",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Three Spine Stickleback",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Trid_SB0  ()",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Unknown Damaged  ()",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Unknown Fish  ()",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Unknown Invertebrate  ()",3049,0,0
"513","Sacramento",2022,3,2022-07-07,"Wakasagi",3049,0,0
"513","Sacramento",2022,4,2022-07-20,"American Shad",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Bigscale Logperch",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Bluegill",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Catfish",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Catfish  ()",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Centrarchids  ()",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Delta Smelt",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Gobies",2938,11,0.00374404356705242
"513","Sacramento",2022,4,2022-07-20,"Gobies  ()",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Herring  ()",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Jellyfish",2938,197,0.0670524166099387
"513","Sacramento",2022,4,2022-07-20,"Largemouth Bass",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Longfin Smelt",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Mississippi Silverside",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Northern Anchovy",2938,1,0.000340367597004765
"513","Sacramento",2022,4,2022-07-20,"Other",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Pacific Herring",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Rainwater Killifish",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Shrimp",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Shrimp  ()",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Splittail",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Starry Flounder",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Threadfin Shad",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Three Spine Stickleback",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Trid_SB0  ()",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Unknown Damaged  ()",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Unknown Fish  ()",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Unknown Invertebrate  ()",2938,0,0
"513","Sacramento",2022,4,2022-07-20,"Wakasagi",2938,0,0
"513","Sacramento",2022,5,2022-08-02,"American Shad",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Bigscale Logperch",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Bluegill",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Catfish",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Catfish  ()",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Centrarchids  ()",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Delta Smelt",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Gobies",2778,1,0.000359971202303816
"513","Sacramento",2022,5,2022-08-02,"Gobies  ()",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Herring  ()",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Jellyfish",2778,566,0.20374370050396
"513","Sacramento",2022,5,2022-08-02,"Largemouth Bass",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Longfin Smelt",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Mississippi Silverside",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Northern Anchovy",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Other",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Pacific Herring",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Rainwater Killifish",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Shrimp",2778,164,0.0590352771778258
"513","Sacramento",2022,5,2022-08-02,"Shrimp  ()",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Splittail",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Starry Flounder",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Threadfin Shad",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Three Spine Stickleback",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Trid_SB0  ()",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Unknown Damaged  ()",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Unknown Fish  ()",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Unknown Invertebrate  ()",2778,0,0
"513","Sacramento",2022,5,2022-08-02,"Wakasagi",2778,0,0
"513","Sacramento",2022,6,2022-08-16,"American Shad",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Bigscale Logperch",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Bluegill",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Catfish",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Catfish  ()",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Centrarchids  ()",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Delta Smelt",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Gobies",2768,5,0.00180635838150289
"513","Sacramento",2022,6,2022-08-16,"Gobies  ()",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Herring  ()",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Jellyfish",2768,392,0.141618497109827
"513","Sacramento",2022,6,2022-08-16,"Largemouth Bass",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Longfin Smelt",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Mississippi Silverside",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Northern Anchovy",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Other",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Pacific Herring",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Rainwater Killifish",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Shrimp",2768,35,0.0126445086705202
"513","Sacramento",2022,6,2022-08-16,"Shrimp  ()",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Splittail",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Starry Flounder",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Threadfin Shad",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Three Spine Stickleback",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Trid_SB0  ()",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Unknown Damaged  ()",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Unknown Fish  ()",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Unknown Invertebrate  ()",2768,0,0
"513","Sacramento",2022,6,2022-08-16,"Wakasagi",2768,0,0
"520","Sacramento",2014,1,2014-06-04,"American Shad",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Bigscale Logperch",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Bluegill",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Catfish",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Catfish  ()",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Centrarchids  ()",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Delta Smelt",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Gobies",2967,7,0.0023592854735423
"520","Sacramento",2014,1,2014-06-04,"Gobies  ()",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Herring  ()",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Jellyfish",2967,1,0.000337040781934614
"520","Sacramento",2014,1,2014-06-04,"Largemouth Bass",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Longfin Smelt",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Mississippi Silverside",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Northern Anchovy",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Other",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Pacific Herring",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Rainwater Killifish",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Shrimp",2967,4,0.00134816312773846
"520","Sacramento",2014,1,2014-06-04,"Shrimp  ()",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Splittail",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Starry Flounder",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Threadfin Shad",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Three Spine Stickleback",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Trid_SB0  ()",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Unknown Damaged  ()",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Unknown Fish  ()",2967,1,0.000337040781934614
"520","Sacramento",2014,1,2014-06-04,"Unknown Invertebrate  ()",2967,0,0
"520","Sacramento",2014,1,2014-06-04,"Wakasagi",2967,0,0
"520","Sacramento",2014,2,2014-06-17,"American Shad",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Bigscale Logperch",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Bluegill",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Catfish",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Catfish  ()",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Centrarchids  ()",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Delta Smelt",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Gobies",2786,50,0.0179468772433597
"520","Sacramento",2014,2,2014-06-17,"Gobies  ()",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Herring  ()",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Jellyfish",2786,2,0.000717875089734386
"520","Sacramento",2014,2,2014-06-17,"Largemouth Bass",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Longfin Smelt",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Mississippi Silverside",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Northern Anchovy",2786,1,0.000358937544867193
"520","Sacramento",2014,2,2014-06-17,"Other",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Pacific Herring",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Rainwater Killifish",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Shrimp",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Shrimp  ()",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Splittail",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Starry Flounder",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Threadfin Shad",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Three Spine Stickleback",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Trid_SB0  ()",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Unknown Damaged  ()",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Unknown Fish  ()",2786,3,0.00107681263460158
"520","Sacramento",2014,2,2014-06-17,"Unknown Invertebrate  ()",2786,0,0
"520","Sacramento",2014,2,2014-06-17,"Wakasagi",2786,0,0
"520","Sacramento",2014,3,2014-07-01,"American Shad",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Bigscale Logperch",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Bluegill",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Catfish",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Catfish  ()",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Centrarchids  ()",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Delta Smelt",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Gobies",2636,22,0.00834597875569044
"520","Sacramento",2014,3,2014-07-01,"Gobies  ()",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Herring  ()",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Jellyfish",2636,8,0.00303490136570561
"520","Sacramento",2014,3,2014-07-01,"Largemouth Bass",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Longfin Smelt",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Mississippi Silverside",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Northern Anchovy",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Other",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Pacific Herring",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Rainwater Killifish",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Shrimp",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Shrimp  ()",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Splittail",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Starry Flounder",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Threadfin Shad",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Three Spine Stickleback",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Trid_SB0  ()",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Unknown Damaged  ()",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Unknown Fish  ()",2636,0,0
"520","Sacramento",2014,3,2014-07-01,"Unknown Invertebrate  ()",2636,0,0
