"Source","SampleID","Regions","Year","Date","Station","Analy2","CPUE"
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Calanoid Other",18
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Calanoida",3
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Cladocera Other",71.96
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Daphnia",110.95
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Decapoda",0
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Diaphanosoma",0
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Diaptomus",41.98
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Eurytemora",2422.88
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Harpacticoida",3
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Oithona",0
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Pseudodiaptomus",629.7
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Sinocalanus",35.97
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068","Tortanus",0
"EMP","EMP NZ068 2020-03-04","Sacramento",2020,2020-03-04,"NZ068",NA,3
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Acartia",0
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Acartiella",122
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Bosmina",13.34
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Calanoid Other",11.46
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Calanoida",1.91
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Cladocera Other",99.12
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Daphnia",41.94
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Decapoda",0
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Diaphanosoma",89.6
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Diaptomus",3.82
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Eurytemora",15.28
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Harpacticoida",1.91
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Oithona",0
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Pseudodiaptomus",9218.88
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Sinocalanus",80.07
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068","Tortanus",0
"EMP","EMP NZ068 2020-06-15","Sacramento",2020,2020-06-15,"NZ068",NA,0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Acartia",0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Acartiella",132.42
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Bosmina",2.45
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Calanoida",0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Cladocera Other",19.6
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Daphnia",0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Decapoda",0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Diaphanosoma",36.78
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Diaptomus",0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Eurytemora",0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Harpacticoida",0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Oithona",0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Pseudodiaptomus",3928.17
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Sinocalanus",0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068","Tortanus",0
"EMP","EMP NZ068 2020-07-14","Sacramento",2020,2020-07-14,"NZ068",NA,0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Acartia",0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Acartiella",5.1
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Bosmina",12.77
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Calanoida",0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Cladocera Other",40.88
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Daphnia",0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Decapoda",0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Diaphanosoma",48.53
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Diaptomus",0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Eurytemora",0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Harpacticoida",0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Oithona",0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Pseudodiaptomus",11601.99
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Sinocalanus",0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068","Tortanus",0
"EMP","EMP NZ068 2020-08-12","Sacramento",2020,2020-08-12,"NZ068",NA,0
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Acartia",0
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Acartiella",1081.49
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Bosmina",11.55
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Calanoida",0
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Cladocera Other",27.72
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Daphnia",18.49
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Decapoda",0
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Diaphanosoma",23.11
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Diaptomus",0
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Eurytemora",0
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Harpacticoida",0
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Oithona",0
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Pseudodiaptomus",6412.71
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Sinocalanus",0
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068","Tortanus",0
"EMP","EMP NZ068 2020-09-10","Sacramento",2020,2020-09-10,"NZ068",NA,0
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Acartia",0
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Acartiella",365.74
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Bosmina",14.8
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Calanoida",0
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Cladocera Other",236.8
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Daphnia",0
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Decapoda",0
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Diaphanosoma",35.94
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Diaptomus",0
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Eurytemora",25.36
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Harpacticoida",2.11
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Oithona",0
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Pseudodiaptomus",8162.67
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Sinocalanus",6.33
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068","Tortanus",0
"EMP","EMP NZ068 2020-10-09","Sacramento",2020,2020-10-09,"NZ068",NA,0
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Acartia",0
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Acartiella",2924.62
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Bosmina",3.9
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Calanoida",0
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Cladocera Other",78.08
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Daphnia",3.9
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Decapoda",0
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Diaphanosoma",7.81
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Diaptomus",0
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Eurytemora",1343.24
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Harpacticoida",0
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Oithona",0
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Pseudodiaptomus",6682.89
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Sinocalanus",5.85
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068","Tortanus",0
"EMP","EMP NZ068 2020-11-09","Sacramento",2020,2020-11-09,"NZ068",NA,3.9
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Acartia",0
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Acartiella",0
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Bosmina",5.44
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Calanoida",0
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Cladocera Other",43.56
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Daphnia",27.21
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Decapoda",0
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Diaphanosoma",0
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Diaptomus",10.88
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Eurytemora",2928.16
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Harpacticoida",2.72
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Oithona",0
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Pseudodiaptomus",204.09
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Sinocalanus",40.83
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068","Tortanus",0
"EMP","EMP NZ068 2021-03-08","Sacramento",2021,2021-03-08,"NZ068",NA,5.44
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Acartia",0
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Acartiella",2.09
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Bosmina",2.09
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Calanoida",0
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Cladocera Other",92.16
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Daphnia",0
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Decapoda",0
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Diaphanosoma",0
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Diaptomus",0
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Eurytemora",7038.2
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Harpacticoida",0
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Oithona",0
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Pseudodiaptomus",25.14
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Sinocalanus",251.37
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068","Tortanus",0
"EMP","EMP NZ068 2021-04-06","Sacramento",2021,2021-04-06,"NZ068",NA,0
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Acartia",0
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Acartiella",0
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Bosmina",0
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Calanoida",0
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Cladocera Other",56.48
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Daphnia",2.02
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Decapoda",0
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Diaphanosoma",0
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Diaptomus",0
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Eurytemora",4850.68
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Harpacticoida",2.02
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Oithona",0
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Pseudodiaptomus",2161.02
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Sinocalanus",42.36
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068","Tortanus",0
"EMP","EMP NZ068 2021-05-06","Sacramento",2021,2021-05-06,"NZ068",NA,0
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Acartia",0
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Acartiella",1306.9
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Bosmina",2.43
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Calanoida",0
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Cladocera Other",9.72
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Daphnia",0
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Decapoda",0
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Diaphanosoma",0
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Diaptomus",0
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Eurytemora",272.04
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Harpacticoida",2.43
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Oithona",0
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Pseudodiaptomus",12111.81
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Sinocalanus",590.31
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068","Tortanus",0
"EMP","EMP NZ068 2021-06-04","Sacramento",2021,2021-06-04,"NZ068",NA,0
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Acartia",0
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Acartiella",686.76
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Bosmina",0
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Calanoida",0
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Cladocera Other",8.6
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Daphnia",0
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Decapoda",0
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Diaphanosoma",2.15
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Diaptomus",0
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Eurytemora",8.64
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Harpacticoida",0
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Oithona",0
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Pseudodiaptomus",4853.7
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Sinocalanus",6.45
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068","Tortanus",0
"EMP","EMP NZ068 2021-07-19","Sacramento",2021,2021-07-19,"NZ068",NA,0
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Acartia",0
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Acartiella",1534.4
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Bosmina",33.91
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Calanoida",0
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Cladocera Other",508.64
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Daphnia",0
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Decapoda",0
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Diaphanosoma",64.99
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Diaptomus",0
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Eurytemora",11.32
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Harpacticoida",2.83
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Oithona",0
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Pseudodiaptomus",7061.67
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Sinocalanus",0
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068","Tortanus",0
"EMP","EMP NZ068 2021-08-17","Sacramento",2021,2021-08-17,"NZ068",NA,0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Acartia",0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Acartiella",2176.31
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Bosmina",0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Calanoida",0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Cladocera Other",24.28
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Daphnia",0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Decapoda",0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Diaphanosoma",0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Diaptomus",0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Eurytemora",0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Harpacticoida",6.07
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Oithona",0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Pseudodiaptomus",8264.25
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Sinocalanus",18.21
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068","Tortanus",0
"EMP","EMP NZ068 2021-09-14","Sacramento",2021,2021-09-14,"NZ068",NA,0
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Acartia",0
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Acartiella",1311.34
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Barnacle Nauplii",0
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Bosmina",4.41
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Calanoid Other",0
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Calanoida",0
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Cladocera Other",26.44
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Daphnia",0
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Decapoda",0
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Diaphanosoma",0
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Diaptomus",4.4
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Eurytemora",17.64
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Harpacticoida",4.41
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Oithona",0
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Pseudodiaptomus",6810.15
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Sinocalanus",0
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068","Tortanus",0
"EMP","EMP NZ068 2021-10-22","Sacramento",2021,2021-10-22,"NZ068",NA,0
"EMP","EMP NZ068 2021-11-12","Sacramento",2021,2021-11-12,"NZ068","Acartia",0
"EMP","EMP NZ068 2021-11-12","Sacramento",2021,2021-11-12,"NZ068","Acartiella",63.8
"EMP","EMP NZ068 2021-11-12","Sacramento",2021,2021-11-12,"NZ068","Barnacle Nauplii",0
